Date,Close,High,Low,Open
2000-01-01,0.0798871889710426,0.0908565666165268,0.0753562146122986,0.0901413916362057
2000-01-08,0.0838211253285408,0.0871598327655059,0.0760714048845363,0.0801252874455874
2000-01-15,0.0853714570403099,0.0920488665934427,0.0810794842757409,0.0848943642244938
2000-01-22,0.0713023468852043,0.0881140109716266,0.0684407321693611,0.0881140109716266
2000-01-29,0.0773826912045479,0.0783368695187877,0.0667713591476894,0.0716594566054163
2000-02-05,0.0953875407576561,0.0987262477546577,0.0724946054789031,0.0777407483586055
2000-02-12,0.128534659743309,0.130204006075132,0.094671431984088,0.0956256102560906
2000-02-19,0.116730153560638,0.127222452051222,0.111603059142328,0.124480793362802
2000-02-26,0.112318269908428,0.123526647525589,0.109695651565845,0.116134056789577
2000-03-04,0.225113600492477,0.276622707464263,0.110648906961908,0.113034350079371
2000-03-11,0.190536126494408,0.286161770511968,0.175482638539595,0.204129039834036
2000-03-18,0.177778303623199,0.204367076094829,0.165973794854369,0.198047713602628
2000-03-25,0.161174520850182,0.183143502717706,0.134496002346067,0.177420260155908
2000-04-01,0.19566322863102,0.200313245656949,0.108741474849246,0.159713980420796
2000-04-08,0.131247043609619,0.210567412565163,0.12495697702346,0.199001899577514
2000-04-15,0.153812199831009,0.171219987603593,0.120187950824468,0.120187950824468
2000-04-22,0.170027703046799,0.183143522693984,0.138549899636621,0.144988317957249
2000-04-29,0.175750911235809,0.185767032476682,0.15261988617319,0.176466086283493
2000-05-06,0.152142822742462,0.177420292035976,0.149042211101934,0.171219969341849
2000-05-13,0.194828033447266,0.218675145253045,0.144035013939188,0.151427602361129
2000-05-20,0.201326876878738,0.224994498064443,0.175631844166467,0.192682500641209
2000-05-27,0.250988036394119,0.25372969471057,0.20579829609701,0.206751553298675
2000-06-03,0.241210147738457,0.268992114722722,0.225113667282826,0.250630152742144
2000-06-10,0.285684525966644,0.286161618462941,0.227021852662118,0.242283190700906
2000-06-17,0.282465875148773,0.335763391704608,0.277814944865704,0.284969451792232
2000-06-24,0.242522329092026,0.319070826278757,0.219390385387284,0.288069212853105
